"","State","County","Year","annual_median_income","prevalence_asthma_adults_age_adjusted","COPD_deaths_age_adjusted","percent_educ","percent_female","percent_no_leisure","percent_nonwhite","percent_obesity","percent_poverty","smoking_crude"
"3025","Missouri","Dallas",2018,38765,10.4,88.9,82,50.4,30.7,3.6,37.6,16.6,24.7
"3026","Missouri","Dallas",2019,42389,10.6,85.4,82.1,50.6,35.8,3.8,36.9,17.8,24.7
"3027","Missouri","Daviess",2018,51255,10.1,72.1,84.7,49.7,30.2,2.8,35,14.9,23.6
"3028","Missouri","Daviess",2019,48197,10.6,77,79.9,49.9,35.6,2.7,37.9,17.6,23.8
"3029","Missouri","DeKalb",2018,48920,9.3,97.4,87.1,37.3,30.1,14,38.3,16,24.6
"3030","Missouri","DeKalb",2019,53997,9.3,106.2,83.6,43.8,34.6,9.3,36.6,14.6,23.9
"3031","Missouri","Dent",2018,39392,10.7,94.9,80.9,50.3,31.9,4.1,35.6,20.3,24.9
"3032","Missouri","Dent",2019,45540,10.7,78.8,80.7,50.2,36.3,4.4,38.5,19,24.6
"3033","Missouri","Douglas",2018,36762,10.8,79.2,81.4,50,33.3,3.8,37.5,19.7,25.7
"3034","Missouri","Douglas",2019,39773,11,72.1,81.4,50.1,39.3,3.9,38.7,18.7,26.4
"3035","Missouri","Dunklin",2018,37331,11.4,123.7,75.5,52.1,38.3,13.7,39.5,26.1,28
"3036","Missouri","Dunklin",2019,38880,11.4,117.7,74.6,52.1,39.5,14.1,41,26.7,27.6
"3037","Missouri","Franklin",2018,58738,9.7,55,88,50.3,26.2,3.4,36.2,9.2,21.2
"3038","Missouri","Franklin",2019,61428,10,50.5,84.4,50.3,30.4,3.5,34.6,9.3,20.9
"3039","Missouri","Gasconade",2018,52282,9.7,79.4,87.3,50.1,26.5,2.6,32.8,11.8,20.3
"3040","Missouri","Gasconade",2019,53751,10,77.5,84.9,50,31,2.8,36.4,11.6,20.3
"3041","Missouri","Gentry",2018,43731,10,80.9,89.2,51.7,29.2,2.9,33.8,15.5,22.3
"3042","Missouri","Gentry",2019,53663,10.1,55.8,83.6,51.8,34,2.9,35.4,11.5,22
"3043","Missouri","Greene",2018,44799,9.7,80.7,91.6,51.4,26.3,9.5,33.5,15.5,19.5
"3044","Missouri","Greene",2019,45313,9.8,78.5,84.8,51.4,30.2,9.7,33.7,14.4,18.9
"3045","Missouri","Grundy",2018,40315,10,64.8,87.9,51.1,28,3.9,33.7,16.6,21.3
"3046","Missouri","Grundy",2019,44323,10.3,72.5,83.9,51.1,34.3,4,37.2,18.7,21.7
"3047","Missouri","Harrison",2018,40639,10.3,81.5,87.2,50.8,31,3.1,39.1,15.5,23.8
"3048","Missouri","Harrison",2019,43016,10.6,52.6,84,50.5,37.6,3.1,38.9,15.4,23.4
"3049","Missouri","Henry",2018,44978,10.2,80.8,87.9,50.8,30.3,4.4,35.8,16.8,23.2
"3050","Missouri","Henry",2019,46995,10.5,86.2,85.8,50.7,35,4.4,35.8,17.3,23.7
"3051","Missouri","Hickory",2018,35025,10.5,72,84.9,50.7,31.1,4,37.5,17.8,22.9
"3052","Missouri","Hickory",2019,32934,10.6,90.7,84.2,50.6,36.7,3.9,37.1,18.2,23
"3053","Missouri","Holt",2018,47191,9.8,83.1,90.9,51,27.2,3.1,35.5,13.3,20.6
"3054","Missouri","Holt",2019,47429,10.1,68.2,86.3,51.1,32.5,3.4,35.8,11.8,20.6
"3055","Missouri","Howard",2018,45767,10,69.2,88.4,49.9,27.9,8.5,34.8,13.1,21.2
"3056","Missouri","Howard",2019,49923,10.2,72.9,82.4,50,32.7,8.7,35.6,13,20.3
"3057","Missouri","Howell",2018,36762,10.5,104.9,87.3,51.4,30.9,3.9,35.7,21.3,24.5
"3058","Missouri","Howell",2019,40177,11,86.8,84.3,51.4,38.4,3.9,36.8,20.8,24.6
"3059","Missouri","Iron",2018,37755,10.6,119.1,80.8,50.1,31.6,4,39.6,19.9,25
"3060","Missouri","Iron",2019,39292,10.9,107.1,80.3,50.2,37.3,4.1,37.9,20.8,25.5
"3061","Missouri","Jackson",2018,55864,9.8,65.3,90.3,51.7,26.1,30,34.9,13,20.7
"3062","Missouri","Jackson",2019,57907,10.7,61.1,83,51.7,33.7,30,37,13.7,21.6
"3063","Missouri","Jasper",2018,46596,9.9,105.8,87,51.2,28.8,9.2,36.4,16.6,22.7
"3064","Missouri","Jasper",2019,46021,10.2,94.4,81.2,51.1,34.9,9.4,38.8,18.8,21.1
"3065","Missouri","Jefferson",2018,65150,9.6,59.9,88.8,50.3,24.3,4,31.8,8.7,21
"3066","Missouri","Jefferson",2019,68779,9.5,54.5,85.4,50.3,31.2,4.1,31.6,8.4,22.3
"3067","Missouri","Johnson",2018,52151,9.3,69.7,92,48.7,27.1,10.5,35.5,14.1,19
"3068","Missouri","Johnson",2019,58396,9.7,70.7,86.6,48.8,31,10.7,37.3,11.4,18.2
"3069","Missouri","Knox",2018,39309,10.1,77.6,88,49.9,29,2.5,33.8,16.6,21.7
"3070","Missouri","Knox",2019,41755,10.5,69.7,83.7,49.9,35.4,3.2,38.4,16.7,22.7
"3071","Missouri","Laclede",2018,44562,10.5,99.6,83.6,50.7,29.6,4.4,34.8,15.4,24.2
"3072","Missouri","Laclede",2019,43969,10.5,94.8,82.1,50.7,34.3,4.5,37.6,15.8,23.7
"3073","Missouri","Lafayette",2018,53389,9.7,71.2,90.6,50.4,26.9,5.7,34.9,11,21.1
"3074","Missouri","Lafayette",2019,62264,9.8,68.4,86.6,50.3,33,5.8,34.8,10.7,21.9
"3075","Missouri","Lawrence",2018,45074,10.2,88,83.2,50.1,30.6,4.4,35.1,15.5,24.2
"3076","Missouri","Lawrence",2019,45746,10.4,76.7,81.7,50.2,37.5,4.6,37.2,16.1,23.1
"3077","Missouri","Lewis",2018,48179,10,73.5,87,50,29.2,5.8,37.5,15.4,22.1
"3078","Missouri","Lewis",2019,40782,10.4,59.8,86.3,50,36.9,5.9,40.3,16.6,22.5
"3079","Missouri","Lincoln",2018,62238,9.9,56,88.3,49.9,29.3,4.8,35.4,10.6,23.7
"3080","Missouri","Lincoln",2019,69178,10,53.5,86.6,50,31.4,4.9,34.1,9.4,23.2
"3081","Missouri","Linn",2018,44992,10,79.5,89,51.1,29.7,3,33.7,16.7,22.6
"3082","Missouri","Linn",2019,45774,10.2,88,86.6,51.3,34.7,3.2,36.1,18.9,22.3
"3083","Missouri","Livingston",2018,48749,10.6,74.6,86,56.4,29,6.5,33.9,15.6,21.9
"3084","Missouri","Livingston",2019,49065,10.8,88.2,83.5,55.8,35.2,6.3,38.5,15,22.4
"3085","Missouri","Macon",2018,45440,9.9,83,87.6,50.4,29.5,5.3,36.5,13.9,21.9
"3086","Missouri","Macon",2019,45717,10.3,98.6,85.3,50.5,36.4,5.5,41,12.5,21.1
"3087","Missouri","Madison",2018,40191,10.3,116.2,82.2,50.9,30.1,3.5,35.5,16.6,23.4
"3088","Missouri","Madison",2019,43919,10.3,114.4,81.1,50.9,34.3,3.5,36.5,16.7,23.3
"3089","Missouri","Maries",2018,46371,10,92.2,86.4,49.9,29.4,3.4,35.3,13.9,22.6
"3090","Missouri","Maries",2019,49712,10.3,91,84.9,49.9,34.5,3.5,37.3,14.3,22.9
"3091","Missouri","Marion",2018,49393,10.2,68,88.4,51.5,30.3,8.2,35.4,13.5,22.4
"3092","Missouri","Marion",2019,50803,10.3,70,84.3,51.4,33.9,8.5,39,13.9,22.1
"3093","Missouri","McDonald",2018,40204,10.7,101,76.5,49.5,33.6,13,37.6,17.9,27
"3094","Missouri","McDonald",2019,39615,10.8,86.6,76,49.4,40.3,13.6,40.2,18.5,26.4
"3095","Missouri","Mercer",2018,46014,9.7,70.5,89.8,49.4,27.8,3.1,34,12.2,20.4
"3096","Missouri","Mercer",2019,44343,9.9,54.9,85.5,49.8,32.6,3,36.8,12.7,20.8
"3097","Missouri","Miller",2018,47225,10.2,89,86.6,50.2,30.7,3.6,34.8,16.9,23.3
"3098","Missouri","Miller",2019,49252,10.3,93.4,83.8,50.1,33.1,3.7,35.5,15.1,22.5
"3099","Missouri","Mississippi",2018,34735,11.4,130.4,74.5,45.9,37.7,26.8,40,26.8,28.5
"3100","Missouri","Mississippi",2019,36802,11.3,115.5,74.1,45.7,44,27,41.9,27.7,28.8
"3101","Missouri","Moniteau",2018,57047,9.7,81.5,84.2,47,28.4,6.3,35.7,11.7,22.6
"3102","Missouri","Moniteau",2019,57321,9.6,83.4,79.7,47.5,32.9,6,35.1,11,21.8
"3103","Missouri","Monroe",2018,46216,10,74.1,89.5,49.4,29.2,5.7,37.2,13.6,22.8
"3104","Missouri","Monroe",2019,48399,10.3,93.8,86.3,49.1,35,5.9,37.6,13.4,22.5
"3105","Missouri","Montgomery",2018,48951,10.2,83.3,84.2,49.8,31,4.3,33.9,14.3,24.7
"3106","Missouri","Montgomery",2019,50282,10.5,79.5,83.2,49.9,36,4.4,37.1,13.3,23.7
"3107","Missouri","Morgan",2018,45276,10.8,88.4,79.3,49.9,32.9,4,36,16.3,25.5
"3108","Missouri","Morgan",2019,44473,11,100.8,75,49.7,37.6,4.1,36.6,17.8,25.3
"3109","Missouri","New Madrid",2018,38093,11.3,134.5,78,51.9,36.7,18.5,36.6,18.3,27.1
"3110","Missouri","New Madrid",2019,42115,11.3,132.3,76.1,52,40.3,18.7,40.5,22.5,26.5
"3111","Missouri","Newton",2018,49220,10,116.2,86.7,50.2,28.4,9.6,35.1,16,22.2
"3112","Missouri","Newton",2019,53251,10.1,95,83.2,50.2,32.9,9.6,35.6,13.2,21.2
"3113","Missouri","Nodaway",2018,46698,9.9,76.9,92.5,49.5,27.4,5.9,36.1,19.8,19
"3114","Missouri","Nodaway",2019,47419,9.9,68.3,86.1,49.9,30.9,6,37.3,17.8,19
"3115","Missouri","Oregon",2018,32720,10.8,105,81.8,50.7,32.9,4.4,35.2,23.8,25.5
"3116","Missouri","Oregon",2019,35356,11.1,103.4,81.5,50.6,38.8,4.5,40,20.6,26.1
"3117","Missouri","Osage",2018,58855,9.3,89.8,89.9,48.5,25.4,1.9,31.3,9.2,20.4
"3118","Missouri","Osage",2019,60728,9.5,84.7,86.7,48.5,29.8,1.9,35,9.1,20.5
"3119","Missouri","Ozark",2018,34367,10.8,89.6,82.9,49.7,33.6,3.4,40.1,22,25.6
"3120","Missouri","Ozark",2019,36019,11.2,76.3,80.6,49.7,40.6,3.4,39.6,22.7,26.7
"3121","Missouri","Pemiscot",2018,31831,11.8,111,77.1,52.8,35.7,29.2,40.4,29.1,27.3
"3122","Missouri","Pemiscot",2019,34280,11.5,128.3,75.5,52.9,43.5,29.6,39.2,26.9,28.8
"3123","Missouri","Perry",2018,53871,9.8,87.9,87.5,50,26.6,3.2,34.3,10.9,22.4
"3124","Missouri","Perry",2019,57032,9.9,90.2,84.2,50.1,32.5,3.5,36.5,9.1,21.9
"3125","Missouri","Pettis",2018,45254,10,86.7,85.1,50.3,29,8,35.9,16.6,23.5
"3126","Missouri","Pettis",2019,48516,10.2,84.8,83.9,50.3,35.5,8.2,38.1,12.9,22.3
"3127","Missouri","Phelps",2018,43079,9.7,86.8,87.8,47.7,28,9.2,35.5,18.1,20.1
"3128","Missouri","Phelps",2019,46573,9.9,83.7,83.1,47.7,32.6,9.2,36.9,17,20.3
"3129","Missouri","Pike",2018,43591,9.8,84.2,84,44.5,29.1,9.9,35.3,15.9,23.6
"3130","Missouri","Pike",2019,49089,10,84.9,80.5,46.2,37.2,8.8,37.9,17.6,24.3
"3131","Missouri","Platte",2018,82567,8.8,85.3,95.4,50.8,21.7,14,30.1,5.8,15.5
"3132","Missouri","Platte",2019,84456,8.9,77.9,85.1,50.6,26.1,14.4,32.2,5.3,15.4
"3133","Missouri","Polk",2018,45336,10,85.3,87.5,50.9,27.8,4.2,35.2,16.2,21.8
"3134","Missouri","Polk",2019,44837,10.5,80.2,84.4,50.8,33.5,4.5,36.6,19.6,22.3
"3135","Missouri","Pulaski",2018,52532,9.3,98.8,91.4,43.3,28.1,22,36.3,15.2,20.3
"3136","Missouri","Pulaski",2019,55620,9.5,94.9,86.2,43.6,32.2,21.8,36.8,14.6,19.4
"3137","Missouri","Putnam",2018,40866,9.9,75.1,89.3,49.4,29.6,2,36.8,14.4,21.7
"3138","Missouri","Putnam",2019,42434,10.2,78.4,85.8,49.4,34.7,2.3,36.1,15.7,21.3
"3139","Missouri","Ralls",2018,57549,9.8,72.9,88.6,49.7,28.8,3.4,34.1,9.1,21.7
"3140","Missouri","Ralls",2019,63419,10.1,85.2,87.7,49.8,34.9,3.7,36.4,10,22.5
"3141","Missouri","Randolph",2018,44975,10,70.4,86.3,47.8,28.7,9.5,38.3,17.6,23.7
"3142","Missouri","Randolph",2019,48043,10.2,83.9,85.6,47.5,35.8,9.7,38.3,16.5,23.7
"3143","Missouri","Ray",2018,58693,9.8,72.8,87.1,50.1,28.1,4.4,35.4,9.9,22.2
"3144","Missouri","Ray",2019,61678,9.9,67.9,85.9,50.1,32.2,4.5,36.7,9.2,21.8
"3145","Missouri","Reynolds",2018,36592,10.6,109.5,78.6,48.5,30.8,5,35.7,20.3,25.3
"3146","Missouri","Reynolds",2019,37415,10.6,100.1,77.9,48.3,35.8,5.2,35.6,21.7,24.3
"3147","Missouri","Ripley",2018,32802,11.1,122.2,80,50.4,34.1,3.6,37.1,23.5,27.3
"3148","Missouri","Ripley",2019,35788,11.4,98.3,78.2,50.4,41,3.7,40.2,19.7,27.8
"3149","Missouri","Saline",2018,43776,10.1,81.1,84.1,50.1,30.5,11.1,37.5,14.8,22.2
"3150","Missouri","Saline",2019,47324,10.1,83.6,79.2,50.1,36.7,11.3,41,15.7,21
"3151","Missouri","Schuyler",2018,39463,10.3,66.8,85.6,50,30.6,1.8,37.6,16.9,23.8
"3152","Missouri","Schuyler",2019,43183,10.5,93,85.4,50.4,35.5,2,37.5,20.8,23.5
"3153","Missouri","Scotland",2018,42053,10.9,75.5,77.1,50.9,33.3,1.7,34.5,14.1,26.3
"3154","Missouri","Scotland",2019,46871,10.9,83.6,77.6,50.7,37.2,1.8,36.6,14.4,24.4
"3155","Missouri","Scott",2018,44261,10.6,115.2,84.6,51.5,32.4,14.8,39.1,19.1,24.6
"3156","Missouri","Scott",2019,44924,10.5,100.5,82.9,51.6,39.5,14.9,38.5,17.9,23.5
"3157","Missouri","Shannon",2018,32715,10.9,103.3,80.8,49.9,33.8,4.5,36.8,22.6,26.9
"3158","Missouri","Shannon",2019,36477,11.1,89.7,76.3,50,38.9,4.6,39,22.6,26.4
"3159","Missouri","Shelby",2018,44564,10,64,90.1,50.3,28.6,3.3,34.6,14.3,22
"3160","Missouri","Shelby",2019,45939,10.3,67.3,86.3,49.9,34.4,3,36.6,15.8,22.7
"3161","Missouri","St. Charles",2018,82048,8.9,53.6,94.7,50.8,21.1,10.1,33.4,5.7,16.7
"3162","Missouri","St. Charles",2019,89236,9.2,49,84.3,50.8,26.4,10.4,31.7,4.6,15.3
"3163","Missouri","St. Clair",2018,37013,10.3,95.4,84.1,49.9,30.9,3.6,37.5,18.2,22.9
"3164","Missouri","St. Clair",2019,39319,10.5,89.7,82.2,49.4,36.3,3.6,38.4,19.3,22.7
"3165","Missouri","St. Francois",2018,45584,10,97,84.4,46.6,30.7,6.9,39.4,19,25.1
"3166","Missouri","St. Francois",2019,43886,10.4,92.7,83.2,46.8,36.5,6.8,37.3,17,25.2
"3167","Missouri","St. Louis",2018,66992,9.3,56.3,93.3,52.6,21.6,31.8,30,10.5,15.4
"3168","Missouri","St. Louis",2019,70161,9.4,53.3,83.6,52.5,26.8,32.2,31.2,9.3,15.9
"3169","Missouri","St. Louis City",2018,43263,10.9,52.4,86.9,51.6,32.2,52.5,38,22.8,24.3
"3170","Missouri","St. Louis City",2019,46309,10.5,50.3,80.5,51.6,32.2,52,36.3,20.4,20
"3171","Missouri","Ste. Genevieve",2018,59043,9.8,85.8,88.7,49.4,27.1,3.3,33.3,9.8,21.6
"3172","Missouri","Ste. Genevieve",2019,61662,10,87.3,86.5,49.2,32.2,3.3,37,9.7,21.2
"3173","Missouri","Stoddard",2018,40808,10.4,117.5,80.7,50.7,30.7,3.3,38.6,14.8,24.3
"3174","Missouri","Stoddard",2019,42363,10.5,106.9,78.3,50.8,37.4,3.3,36.9,18.4,24.5
"3175","Missouri","Stone",2018,46026,10.1,72,86.5,50.9,28.4,3.3,33.3,13.4,20.6
"3176","Missouri","Stone",2019,50262,10.2,62.7,82.8,50.9,32.5,3.5,37.2,15.4,21.5
"3177","Missouri","Sullivan",2018,41978,9.9,88.9,84.5,48.6,32.1,6.8,37,15.3,22.5
"3178","Missouri","Sullivan",2019,43421,9.8,91.3,83.2,49,39.1,6.9,40.7,15.6,22.5
"3179","Missouri","Taney",2018,40887,10.2,61,88.7,51.6,29.6,6.1,34.4,15.4,21.7
"3180","Missouri","Taney",2019,49314,10.1,66.9,84.1,51.6,33.5,6.4,36.2,12.6,21
"3181","Missouri","Texas",2018,34824,10.7,114.8,83.4,47.4,34.2,7,43,24.6,24.8
"3182","Missouri","Texas",2019,38914,10.7,93.7,81.7,47.7,37.7,7,40.3,21,25.7
"3183","Missouri","Vernon",2018,42552,10.2,95,88.5,51.1,29.9,4.3,36,17.2,22.6
"3184","Missouri","Vernon",2019,46182,10.7,97.6,85.8,51.2,35.3,4.3,36.8,17.1,23.9
"3185","Missouri","Warren",2018,62056,9.9,61.2,87.9,50.1,27.4,5.5,33.4,10.5,22
"3186","Missouri","Warren",2019,63726,10.1,59.8,84.8,50,33.5,5.5,35.7,10,22.8
"3187","Missouri","Washington",2018,38591,10.8,96.4,76.7,48.5,32,4.9,36.1,21.7,27.5
"3188","Missouri","Washington",2019,41198,10.8,85.7,76.2,48.4,37.4,5,37.8,22.4,26.5
"3189","Missouri","Wayne",2018,33703,11.1,126.2,75.3,50.9,33.7,3.7,36.5,23.3,28.4
"3190","Missouri","Wayne",2019,35397,11.3,103.5,74.5,51,38.9,4,38.4,20.6,27
"3191","Missouri","Webster",2018,51141,10.2,89.1,86.8,49,29.9,4.2,36.3,14.1,25
"3192","Missouri","Webster",2019,54844,10.6,80.2,83.4,49,35.1,4.3,38.6,16.2,24.6
"3193","Missouri","Worth",2018,43119,9.9,91.8,87.1,51.9,28.3,2.6,32.9,14.1,20.8
"3194","Missouri","Worth",2019,45023,9.9,56,83.4,52,33.1,2.7,35.7,14.9,19.9
"3195","Missouri","Wright",2018,35293,11,126.2,80.8,50.9,33.6,3.2,38.8,23.9,27
"3196","Missouri","Wright",2019,39384,11.3,86.9,79.8,50.8,39.8,3.4,37.6,19.6,28
"3197","Montana","Beaverhead",2018,47674,9.3,65.3,95.4,48.9,20.8,5.5,27.9,13.8,16.7
"3198","Montana","Beaverhead",2019,49771,9.7,80.9,85.8,48.9,21.7,5.7,29.8,14.5,15.7
"3199","Montana","Big Horn",2018,40425,12.9,78.9,88.2,50.5,30.7,70.9,38.2,25.6,28.5
"3200","Montana","Big Horn",2019,43718,12,77.3,86.5,50.7,29.5,71.1,38.8,26.1,27
"3201","Montana","Blaine",2018,39237,12.1,83.9,89.1,49.9,29.4,54.1,35,20.8,26.5
"3202","Montana","Blaine",2019,44090,11.9,82.3,84.9,49.9,28.2,54.5,38,21.3,26.5
"3203","Montana","Broadwater",2018,52840,9.3,66.1,94.4,48.5,22.6,4.4,29.3,10.3,17.8
"3204","Montana","Broadwater",2019,60622,9.7,71.2,85.5,48.6,20.8,4.2,29,9,17.2
"3205","Montana","Carbon",2018,53661,9.1,71.1,94.1,49.3,20.8,3.8,26.1,11.7,16
"3206","Montana","Carbon",2019,57585,9.5,77.1,86.9,49.1,19.3,4,28.8,10.1,15.5
"3207","Montana","Carter",2018,47985,9.7,82.5,92.9,49.7,23,2.7,29.3,13.7,18
"3208","Montana","Carter",2019,49057,10,88.3,86.3,49.6,23.2,3.2,30.2,14.2,17.2
"3209","Montana","Cascade",2018,50054,10.1,98.2,91.7,49.4,23.9,11.6,37.8,13.4,19.4
"3210","Montana","Cascade",2019,51732,10.6,99.3,85.5,49.5,21.8,11.6,32.3,14.2,18.4
"3211","Montana","Chouteau",2018,44645,10.7,91.3,93,50,25.5,20.8,33.9,18.7,20.7
"3212","Montana","Chouteau",2019,48017,10.3,86.7,84.7,49.5,25,20.8,31.3,15.4,19
"3213","Montana","Custer",2018,50525,9.5,75,92.6,50,22.4,5.5,27.8,12.5,18.3
"3214","Montana","Custer",2019,49379,9.8,75.2,87.8,50.3,23.4,5.9,30.9,13,17.5
"3215","Montana","Daniels",2018,44659,9.3,NA,95.3,48.5,22.9,6.2,29.8,10.1,16.7
"3216","Montana","Daniels",2019,50001,9.4,48.3,89.2,48.6,21.4,5.9,30.9,11,15.3
"3217","Montana","Dawson",2018,56167,9.3,53.3,94.1,48.4,22.8,5.5,37.4,11.4,17.6
"3218","Montana","Dawson",2019,56677,9.5,NA,86.7,48.2,22.9,5.4,32.2,11.8,16.9
"3219","Montana","Deer Lodge",2018,45641,10.1,66,89.8,46.5,27.3,7.4,30.5,15.9,22
"3220","Montana","Deer Lodge",2019,41780,10,80,85,46.5,25.7,7.5,32.7,15.9,20.4
"3221","Montana","Fallon",2018,62029,9.4,76.4,95.2,49.1,22.7,3.7,32.3,9.2,19
"3222","Montana","Fallon",2019,65651,9.5,59.7,90.7,49.1,21.4,3.7,29.4,9.7,17.3
"3223","Montana","Fergus",2018,49147,9.3,89.4,93.2,49,22.2,4.3,29.5,12.2,18
"3224","Montana","Fergus",2019,48703,10,81.3,84.1,49.2,21.1,4.6,31.2,13.2,16.9
"3225","Montana","Flathead",2018,54382,9.4,72.2,93.9,50.2,21.3,4.9,27.1,11.2,18.5
"3226","Montana","Flathead",2019,61334,9.6,86.9,86.7,50.2,19.3,4.9,28.3,9.4,16.5
"3227","Montana","Gallatin",2018,67569,8.8,42,96.7,48.1,17.8,5.1,23.9,9,14.7
"3228","Montana","Gallatin",2019,73731,9,50.1,82.8,48,15.7,5.3,22.9,10.3,12
"3229","Montana","Garfield",2018,44580,9.6,76.6,95.4,50.2,23.6,1.6,34,16.3,18.5
"3230","Montana","Garfield",2019,43106,10,73.5,95,50.1,23.1,1.6,29.8,16.4,18.7
"3231","Montana","Glacier",2018,37719,13.1,78.1,88.9,51.5,30.5,68.4,38.8,27,33.4
"3232","Montana","Glacier",2019,41808,12.3,86.1,85.4,51.4,29.9,68.5,39.5,25.7,29
"3233","Montana","Golden Valley",2018,38782,9.7,79.5,94.8,49.9,24.1,6.7,31.5,18.9,17.7
"3234","Montana","Golden Valley",2019,40469,10,83.2,86.3,49,24.4,6.9,31.9,19.7,17.6
"3235","Montana","Granite",2018,48410,9.5,64,91.4,48.9,21.7,3.8,30.7,13.4,17
"3236","Montana","Granite",2019,49646,9.7,68.9,84.2,49.2,21.5,3.9,28.8,12.5,15.9
"3237","Montana","Hill",2018,50136,10.3,75.9,89.6,49.6,27.7,28.6,38.6,13.5,22.8
"3238","Montana","Hill",2019,51881,10.7,61.3,83.6,49.4,26.4,29.2,33.1,15.7,22.8
"3239","Montana","Jefferson",2018,68381,9.1,68.1,94.8,49.5,20.3,4.9,28,7.7,16.3
"3240","Montana","Jefferson",2019,70929,9.5,83.8,85.6,49.1,18.7,5.2,29.7,8,15.1
"3241","Montana","Judith Basin",2018,50197,9.3,103.7,95.3,48.4,22.1,2.1,31.9,13.3,17
"3242","Montana","Judith Basin",2019,49401,9.7,91.9,85.9,49,22.7,2.4,28.8,14.5,15.8
"3243","Montana","Lake",2018,44833,10.8,65.2,91.2,50.6,24.2,32.5,33.9,18.2,21.2
"3244","Montana","Lake",2019,49019,10.9,79.6,85.1,50.9,21.6,32.7,33.6,17.2,19.5
"3245","Montana","Lewis and Clark",2018,63860,9.4,87,95,50.5,20.9,6,26.2,10.5,16.2
"3246","Montana","Lewis and Clark",2019,66075,9.4,92,85.1,50.5,17.5,6.2,27.5,9.4,15.6
"3247","Montana","Liberty",2018,42742,10.7,81.2,75,51.6,26.7,3.1,32.1,19,21.7
"3248","Montana","Liberty",2019,41240,11.4,71.5,68.8,51.3,29.4,3.6,33.4,19,22.3
"3249","Montana","Lincoln",2018,40602,10.3,67.2,87.8,49.7,24.9,4.9,30.3,20.3,19.8
"3250","Montana","Lincoln",2019,43669,10.4,75.9,84.9,50.1,24.6,5.2,33.7,17.4,18.1
"3251","Montana","Madison",2018,53031,8.8,49.2,95.3,48.1,21.5,3.7,27.6,9.2,16
"3252","Montana","Madison",2019,56579,9.2,67.1,89,47.9,19.9,3.6,27.6,9.7,14.1
"3253","Montana","McCone",2018,43650,9.3,43.2,93.2,48.9,24,4.4,31.2,14.2,17.7
"3254","Montana","McCone",2019,48551,9.7,36.2,88.1,48.9,22.6,4.4,31.3,14.5,16.7
"3255","Montana","Meagher",2018,44572,9.6,79.7,94.6,50,24.1,3.4,31.1,15.9,17.9
"3256","Montana","Meagher",2019,43946,10,76.4,86.2,49,23.1,3.3,30,15.7,16.4
"3257","Montana","Mineral",2018,43458,10.1,64.5,89.2,49.4,26.6,5.7,32,14,20.7
"3258","Montana","Mineral",2019,43928,10.4,83.7,85.5,49.1,25.7,5.8,33.2,15.6,19.9
"3259","Montana","Missoula",2018,56207,9.1,62.1,95.5,49.9,20.1,8.1,23.1,12.7,16.5
"3260","Montana","Missoula",2019,57279,9.2,72.5,85.5,49.9,18.2,8.4,26.4,11.8,15.5
"3261","Montana","Musselshell",2018,43371,10.3,79.1,89.5,49.5,28.4,6.4,34.4,15,22.1
"3262","Montana","Musselshell",2019,48290,10.1,82.8,90,49.2,25.8,7,31.3,16.5,19.5
"3263","Montana","Park",2018,61044,9,48.8,95.4,49.7,20.8,4.1,24,10.5,18.1
"3264","Montana","Park",2019,51740,9.4,51.9,86.7,49.8,19.8,4.2,28.6,11.8,16
"3265","Montana","Petroleum",2018,41009,9.1,88.3,98.8,46.2,21.1,4.3,29.1,16.2,15.7
"3266","Montana","Petroleum",2019,42081,9.5,86.3,94.6,45.7,21.8,3.2,29.8,14.8,15.4
"3267","Montana","Phillips",2018,44730,10.3,56,89.4,49.7,25.6,14.2,33.5,15.2,20.1
"3268","Montana","Phillips",2019,47679,10.3,77.1,86.8,49.7,26.4,14.3,31.6,14.3,19.5
"3269","Montana","Pondera",2018,42890,10.3,73.5,92.6,50.1,23.8,17.7,30.9,17.8,20.7
"3270","Montana","Pondera",2019,48542,10.7,84.9,87.1,50.9,23.9,17.7,33.8,17.5,18.9
"3271","Montana","Powder River",2018,47378,9.7,77.3,94.8,49.6,23.2,4.9,28.7,12.2,17.4
"3272","Montana","Powder River",2019,47843,10.1,71.7,86,50.5,22.1,5.1,29.7,13.8,16.5
"3273","Montana","Powell",2018,48966,9,74,88.7,37.2,25.4,8.7,31.4,18.1,21.5
"3274","Montana","Powell",2019,49387,9.1,85,83.1,36.8,24,8.9,33.4,16.3,19.3
"3275","Montana","Prairie",2018,42754,9.4,80.7,92.8,47.9,23.6,5.7,29,13.5,17.3
"3276","Montana","Prairie",2019,46663,10,64.7,83.3,48.6,25.5,6.2,31.1,13.1,17.4
"3277","Montana","Ravalli",2018,50055,9.7,65.9,91,50.4,23.4,4.3,29.2,15.5,17.8
"3278","Montana","Ravalli",2019,57209,9.9,65.2,85.7,50.2,21.5,4.4,28.9,11.2,17.1
"3279","Montana","Richland",2018,67242,9.3,58.7,92.3,48.1,24.4,6.2,34.7,8.7,19
"3280","Montana","Richland",2019,69095,9.2,39.4,90.3,48.2,23.4,6.5,34.5,8.8,16.3
"3281","Montana","Roosevelt",2018,40179,12.9,52,86.8,50.3,32.2,65.2,38.9,25.4,31.1
"3282","Montana","Roosevelt",2019,38409,12.1,45.2,83.3,50.2,32.2,65.3,39,24.3,31.5
