"","State","County","Year","annual_median_income","prevalence_asthma_adults_age_adjusted","COPD_deaths_age_adjusted","percent_educ","percent_female","percent_no_leisure","percent_nonwhite","percent_obesity","percent_poverty","smoking_crude"
"2773","Minnesota","Stearns",2018,60843,8.3,51.5,92,49.6,21.1,12.1,30.9,12.4,17.3
"2774","Minnesota","Stearns",2019,66449,9.1,47.7,85.1,49.6,23.5,12.9,34.3,11.2,16.6
"2775","Minnesota","Steele",2018,65323,8.5,55,91.6,50.2,21.6,6.5,35,9.6,17.6
"2776","Minnesota","Steele",2019,68603,8.7,40.3,86.4,50.2,21.5,6.7,37.1,6.3,17.2
"2777","Minnesota","Stevens",2018,61929,8.6,60.4,93.2,50.2,21.4,7.3,32.5,11.2,16.3
"2778","Minnesota","Stevens",2019,59045,8.9,62.5,84.5,50.1,22.1,7.6,38,11.9,15.5
"2779","Minnesota","Swift",2018,51552,8.8,57.1,89.7,49.6,24.8,5.2,37.2,10.2,19.6
"2780","Minnesota","Swift",2019,60127,9.4,54.1,85.2,49.6,23.9,5.8,36,9.5,19.2
"2781","Minnesota","Todd",2018,58113,9,52.8,87,48.5,25.1,3.8,36.2,12.4,19.5
"2782","Minnesota","Todd",2019,51746,9.4,49,83.8,48.5,26,3.8,36.2,11.8,19
"2783","Minnesota","Traverse",2018,49773,8.9,61.9,92,49.5,22.6,9.9,34,13.1,17.7
"2784","Minnesota","Traverse",2019,57602,9.1,54.2,90,49.1,21.7,10.1,31.3,11.9,17.6
"2785","Minnesota","Wabasha",2018,63633,8.4,45,92.2,49.9,21.3,2.9,37.8,7.4,17
"2786","Minnesota","Wabasha",2019,63435,9.1,40.8,87.9,49.9,22.3,2.8,33.7,8.4,17.2
"2787","Minnesota","Wadena",2018,46312,9.2,60.3,90.4,50.3,24.5,4.5,36.7,14.4,20.6
"2788","Minnesota","Wadena",2019,50663,9.8,57.5,88.1,50.3,24.2,4.4,37.5,12.5,20.8
"2789","Minnesota","Waseca",2018,58335,8.7,44.1,93.1,51.8,24.6,5.4,30.4,9.2,19.2
"2790","Minnesota","Waseca",2019,63907,9.3,39.4,88.3,51.6,23,5.5,39,8.9,18.8
"2791","Minnesota","Washington",2018,95840,8.1,48.2,96,50.6,17.6,14.2,27.9,4.2,13.6
"2792","Minnesota","Washington",2019,100857,8.4,52.6,84.7,50.6,16,14.8,28.8,4.6,12.8
"2793","Minnesota","Watonwan",2018,51962,8.8,44.8,83.4,50.2,27.5,5.1,35.8,10.7,18.8
"2794","Minnesota","Watonwan",2019,57290,9,37.9,81,50.2,27.2,5.1,34.8,10.1,18.2
"2795","Minnesota","Wilkin",2018,61387,8.6,57.6,93.9,48,22.6,4.6,35.8,9.4,18
"2796","Minnesota","Wilkin",2019,69890,9,53.3,90,47.5,21,4.8,31.9,9.1,16.8
"2797","Minnesota","Winona",2018,56076,8.5,51.2,93,50.5,21.8,6.3,34.3,13,16.9
"2798","Minnesota","Winona",2019,64219,9.2,43.3,86.8,50.4,20.9,6.4,34,11,16.2
"2799","Minnesota","Wright",2018,87377,7.8,45.1,94.5,49.5,19.3,5.3,32.7,4.9,15.9
"2800","Minnesota","Wright",2019,91374,8.4,38.6,87.1,49.5,19.8,5.6,29.5,5.2,15.7
"2801","Minnesota","Yellow Medicine",2018,56528,8.9,53.5,91.3,49.7,23.6,6.8,35.6,11.7,19.5
"2802","Minnesota","Yellow Medicine",2019,61074,9.3,74.7,87.6,49.8,23.7,7,35.5,9.6,18.7
"2803","Mississippi","Adams",2018,33392,10.8,76.5,78.4,48,35.8,55.4,41.1,29.4,24.4
"2804","Mississippi","Adams",2019,34583,10.2,62.8,76.5,48.1,46.7,55.6,42.9,27.9,22.4
"2805","Mississippi","Alcorn",2018,40010,9.9,117.9,81.5,51.3,31.5,14.5,38.1,18.2,24
"2806","Mississippi","Alcorn",2019,43496,10.2,115.9,78.7,51.3,40,14.7,40.4,17.3,21.1
"2807","Mississippi","Amite",2018,38092,10.6,96.3,79.7,51.6,35.3,41.9,42.3,22.2,22.7
"2808","Mississippi","Amite",2019,41575,10.7,77.8,81.8,51.9,42.4,41.3,41.6,20.9,21.2
"2809","Mississippi","Attala",2018,36761,10.9,78.8,76.6,52.7,34.6,44.9,42.8,23.7,22.4
"2810","Mississippi","Attala",2019,36905,11.2,85,76.5,52.8,45.5,45.5,45,24.1,22
"2811","Mississippi","Benton",2018,35184,10.9,97.9,69.9,50.5,35.5,37.3,39.4,22.1,25.3
"2812","Mississippi","Benton",2019,37875,10.8,91.3,72.8,50.6,42,37.9,40.8,20.7,22.7
"2813","Mississippi","Bolivar",2018,33116,11.7,96.2,76.9,53.4,36.1,66.2,39.8,29.4,24.6
"2814","Mississippi","Bolivar",2019,30309,11.8,89.3,73.5,53.5,45.7,65.9,46.1,36.6,21.6
"2815","Mississippi","Calhoun",2018,39176,10.8,102.7,77.1,52,35.1,30.2,38,21.3,24.3
"2816","Mississippi","Calhoun",2019,38648,10.6,103.5,76.7,51.9,42.9,30.3,41.1,17.2,21.6
"2817","Mississippi","Carroll",2018,42588,10,83,81.7,49.7,31.5,34.3,37,17.9,21.3
"2818","Mississippi","Carroll",2019,44885,10.3,90.5,78.1,49.8,40.4,34.5,41,17.2,21.1
"2819","Mississippi","Chickasaw",2018,37429,11,100.3,72.3,51,36.4,47,43.6,20.3,24.4
"2820","Mississippi","Chickasaw",2019,37533,10.9,99.8,73.8,50.9,44.1,47.2,44.3,22.7,22.9
"2821","Mississippi","Choctaw",2018,38479,10.4,75.3,80.4,51,32.8,31.5,39.3,20.4,22.2
"2822","Mississippi","Choctaw",2019,41146,10.3,83.8,78.3,50.9,39.8,31.6,39.9,20.9,20.4
"2823","Mississippi","Claiborne",2018,29631,12.4,68.6,77.4,52.7,41.3,88.1,49.3,36.3,24.5
"2824","Mississippi","Claiborne",2019,31221,12.1,62.7,77.6,52.7,48.3,88.5,50.1,37.5,21.1
"2825","Mississippi","Clarke",2018,41495,10.4,69.9,81,52.9,30.1,35.9,38.3,21.6,22.1
"2826","Mississippi","Clarke",2019,42826,10.3,62.1,82.2,52.9,38.1,36.2,39.9,23.2,20.7
"2827","Mississippi","Clay",2018,38121,11,85.7,81.6,53,33.8,60.3,45.7,21.9,21.6
"2828","Mississippi","Clay",2019,33653,11.2,87.6,78.5,52.9,44.1,60.7,44.7,29.7,20.6
"2829","Mississippi","Coahoma",2018,29380,12.4,98,78.7,53.8,39.8,78.6,43.8,35.9,24.2
"2830","Mississippi","Coahoma",2019,30242,12.2,85.1,78.3,53.7,47.4,79.1,48.9,38.2,22.9
"2831","Mississippi","Copiah",2018,38664,10.9,70.5,79.9,51.9,35.3,53.8,43.7,26.5,22.1
"2832","Mississippi","Copiah",2019,42299,10.7,69.5,78.6,52,41.2,53.9,41.9,22.1,20.7
"2833","Mississippi","Covington",2018,36083,10.7,88.6,83.1,51.3,33.8,38,39.6,26.5,23.5
"2834","Mississippi","Covington",2019,42076,10.8,83.5,82,51.2,42.6,38.2,42.1,21.3,23.2
"2835","Mississippi","DeSoto",2018,68126,9.3,68.7,89.7,51.8,27.7,32.4,36.1,9,18.4
"2836","Mississippi","DeSoto",2019,67450,9.3,56.9,85.5,52,32.3,33.7,37.8,9.4,17.3
"2837","Mississippi","Forrest",2018,39061,10.3,101,87,52.6,29.7,40.8,42.6,24,20.9
"2838","Mississippi","Forrest",2019,40224,10.5,88.1,82.9,52.8,37.5,40.7,44.1,23.3,18.7
"2839","Mississippi","Franklin",2018,39508,10.4,97.3,84.3,51,33,36.4,37.8,20.1,22.3
"2840","Mississippi","Franklin",2019,41420,10.4,75.8,83.3,51.1,40,36.5,41.1,19.6,20.9
"2841","Mississippi","George",2018,47246,9.7,86.5,81.7,49.6,29.3,10.1,36,16.1,23.1
"2842","Mississippi","George",2019,51858,9.7,87.3,83.7,49.5,39.2,10.3,38.6,16.6,21.1
"2843","Mississippi","Greene",2018,42022,9.4,76.8,77.1,41,31.5,27.8,40.4,22.6,23.2
"2844","Mississippi","Greene",2019,48641,9.6,82.4,75,42,40.3,26.8,38.4,21.8,22.2
"2845","Mississippi","Grenada",2018,39633,10.8,100.6,80,52.4,32.2,44.8,41.7,22.3,22.7
"2846","Mississippi","Grenada",2019,40561,10.5,96.4,77.3,52.3,39,44.8,41.7,20.3,20.4
"2847","Mississippi","Hancock",2018,49843,9.6,81.3,86.6,51,27.1,12.1,36.1,17.5,20
"2848","Mississippi","Hancock",2019,50401,9.5,68.5,83.2,51.1,35.8,12.2,34.5,16.7,19.3
"2849","Mississippi","Harrison",2018,45355,10,95.1,87.1,51,31,32,36.7,20,21.6
"2850","Mississippi","Harrison",2019,49619,9.9,83.9,84.4,51.1,37.2,32.3,40.3,17.5,20.3
"2851","Mississippi","Hinds",2018,44776,10.9,72.6,87,53.3,32.4,74.6,44,19.4,19.4
"2852","Mississippi","Hinds",2019,44773,10.7,71,83.1,53.3,37.6,75,42.4,20.1,17.9
"2853","Mississippi","Holmes",2018,26449,12.9,76.8,75.1,52.5,43.6,84.4,50.1,33.2,28
"2854","Mississippi","Holmes",2019,26348,12.7,79.1,75.5,52.5,51,84.4,49.5,33.8,26.4
"2855","Mississippi","Humphreys",2018,28542,12.7,74.8,71.2,52.9,41.5,77.9,49.4,37,27.8
"2856","Mississippi","Humphreys",2019,28464,12.4,89,69.1,52.7,51.8,77.9,49.9,37.1,25.5
"2857","Mississippi","Issaquena",2018,26936,11.7,99.6,70.2,40.3,42.6,64.6,48.6,40.5,29.9
"2858","Mississippi","Issaquena",2019,30944,11.7,88.2,61.3,39.7,50.5,64.7,48.4,35.8,27.5
"2859","Mississippi","Itawamba",2018,45720,10,104.7,78.5,50.6,31.6,8.7,35.9,13.7,23.1
"2860","Mississippi","Itawamba",2019,49214,9.9,98.1,78.4,50.5,36.6,8.9,36,12.8,20.5
"2861","Mississippi","Jackson",2018,51771,9.5,84.1,88.9,50.9,28.4,26.7,35.8,17.9,19.5
"2862","Mississippi","Jackson",2019,53414,9.4,82.6,85.3,51,34.6,26.8,38.6,15.1,18.7
"2863","Mississippi","Jasper",2018,36987,10.9,79.4,83.1,51.6,34.8,54.8,42.8,19,22.6
"2864","Mississippi","Jasper",2019,40923,10.7,67.8,81.6,51.6,41.2,54.6,44,20.5,21.2
"2865","Mississippi","Jefferson",2018,28024,12.5,89.5,74.8,50.7,43.3,86.4,50.1,35.5,27.9
"2866","Mississippi","Jefferson",2019,30871,11.9,78.1,74.9,50.8,49.2,86.4,51,28.9,23.5
"2867","Mississippi","Jefferson Davis",2018,31739,11.5,87.2,78.8,52.5,36.5,61.6,44.5,26,23
"2868","Mississippi","Jefferson Davis",2019,32077,11.5,73.3,82.5,52.7,44.4,61.2,44.2,24.3,20.9
"2869","Mississippi","Jones",2018,42435,10.1,83.4,83.3,51.4,34.6,31.8,41.6,19.9,22.8
"2870","Mississippi","Jones",2019,41733,10,85.1,81,51.5,38.1,32,42.8,23.8,18.9
"2871","Mississippi","Kemper",2018,33437,11.5,81.9,83.3,50.6,36.1,65.6,45.2,27.5,24.3
"2872","Mississippi","Kemper",2019,33472,11.4,68.2,81,50,46.9,65.8,47.6,28,22
"2873","Mississippi","Lafayette",2018,49381,9.4,105.3,89.5,51.3,25.5,27.5,33.4,18,17.3
"2874","Mississippi","Lafayette",2019,54034,9.5,102.9,80.1,51.3,33.6,27.7,36.9,17.5,15.6
"2875","Mississippi","Lamar",2018,58377,9.2,104.4,90.8,51.9,26.6,23.9,35.8,14,17.9
"2876","Mississippi","Lamar",2019,62606,9.5,87,81.5,52.1,35,24.3,37.4,16,18.2
"2877","Mississippi","Lauderdale",2018,40077,10.1,73.8,85.5,51.4,30.2,46.4,36.4,25.5,21.1
"2878","Mississippi","Lauderdale",2019,41604,10.3,64.4,81.6,51.5,39.8,46.5,43.6,21.5,20.9
"2879","Mississippi","Lawrence",2018,40510,10.3,92.1,83.2,51.4,33.3,34,39.3,18.7,22.5
"2880","Mississippi","Lawrence",2019,43668,10.5,84.1,80.3,51.3,40.5,34.3,39,19.7,21.2
"2881","Mississippi","Leake",2018,37212,11.2,92.7,77.3,48.5,36.7,50.5,45.6,25.4,25.7
"2882","Mississippi","Leake",2019,41007,10.9,83.7,75.9,48.4,44.5,50.8,43.2,23.8,23.6
"2883","Mississippi","Lee",2018,51088,10,104.7,83.8,52.2,31,33,36.2,13.1,20.9
"2884","Mississippi","Lee",2019,50803,9.7,97.9,78.5,52.2,37.5,33.4,38.9,14.6,19.7
"2885","Mississippi","Leflore",2018,29244,12,73.8,78.8,53.4,38.9,76.8,46,35.1,26.1
"2886","Mississippi","Leflore",2019,29687,12.1,77.7,79.2,53.5,49.7,77.1,47.9,35.7,23.6
"2887","Mississippi","Lincoln",2018,43478,10.3,105.6,86.6,52,31.5,31.9,38.4,19.1,21.9
"2888","Mississippi","Lincoln",2019,45062,10.1,97.6,85.1,52.1,39.3,32.1,38.2,19.6,19.8
"2889","Mississippi","Lowndes",2018,44348,10.2,87.8,85.8,52.3,28.5,47.2,38.2,23.1,20.8
"2890","Mississippi","Lowndes",2019,49251,10.4,96,82.6,52.4,39,47.2,40.6,17.2,18.8
"2891","Mississippi","Madison",2018,75740,8.9,72.4,91.8,52.1,23.8,42.4,33.2,9.4,14.3
"2892","Mississippi","Madison",2019,70824,8.9,70.2,79.9,52.2,28.3,42.5,32.7,10.1,13.6
"2893","Mississippi","Marion",2018,36408,11.1,105.8,79.3,51.6,35.5,33.6,43.6,27.2,25.7
"2894","Mississippi","Marion",2019,38402,10.8,79.3,81.2,51.5,43.4,33.6,41,23.8,23.1
"2895","Mississippi","Marshall",2018,40285,10.5,66.4,81.3,50.4,33.6,49.4,39.8,20.9,22
"2896","Mississippi","Marshall",2019,43107,10.4,56.9,80.4,50.5,42.7,49.1,38.4,20.3,20.3
"2897","Mississippi","Monroe",2018,44681,10.3,96.6,81.1,52.3,33.6,31.9,39.8,16.4,22.5
"2898","Mississippi","Monroe",2019,42464,10.4,93.2,78.7,52.3,40.3,32,39.3,17.9,21
"2899","Mississippi","Montgomery",2018,36311,10.7,89.3,79.5,52.5,33.1,47.1,41.1,22.9,21.9
"2900","Mississippi","Montgomery",2019,38475,11,84.8,75.1,52.3,43.1,47.1,40.5,23.7,21.3
"2901","Mississippi","Neshoba",2018,36236,11.4,84,78.2,52.4,35,40.7,42.8,26.9,26.8
"2902","Mississippi","Neshoba",2019,41795,10.9,73.7,79.8,52.3,42.1,41.1,42.9,21.7,24.8
"2903","Mississippi","Newton",2018,40792,10.7,81.1,84.7,52.1,32.4,38.2,38.2,21.2,23.1
"2904","Mississippi","Newton",2019,42962,10.7,72.5,84,52.1,40.4,38.4,40.4,20.3,21.3
"2905","Mississippi","Noxubee",2018,32167,11.8,78.5,72.2,52.9,37.1,73.5,46,29,24.7
"2906","Mississippi","Noxubee",2019,32916,11.9,89.5,69.5,52.7,47.1,73.3,46.4,29.2,23.1
"2907","Mississippi","Oktibbeha",2018,39130,10,81.8,90.5,50,27.2,42.5,42.4,27.3,18.4
"2908","Mississippi","Oktibbeha",2019,41631,10,92.2,83.8,49.9,36.7,42.6,39.1,31.1,15.3
"2909","Mississippi","Panola",2018,39198,11.1,85.6,78.4,51.9,36,51.6,47.3,21.8,24.1
"2910","Mississippi","Panola",2019,40655,11.1,93.4,79.5,52,39.1,51.9,44.1,22.8,22.1
"2911","Mississippi","Pearl River",2018,45268,9.7,86.7,84,50.8,30,15.4,36.4,18.1,21.5
"2912","Mississippi","Pearl River",2019,45874,9.7,71.1,81.5,50.8,38.9,15.4,37,18.1,21
"2913","Mississippi","Perry",2018,39687,10.5,89.8,81.3,51.1,34.3,21.2,42.2,22,24.2
"2914","Mississippi","Perry",2019,43106,10.6,89.9,82.1,51.1,41.7,21.2,40.4,19.9,22.7
"2915","Mississippi","Pike",2018,33983,11.2,102,81.7,52.8,35.9,55.9,42,30.6,24.8
"2916","Mississippi","Pike",2019,35044,11.6,81.9,82.3,52.7,44.4,56.3,47.3,26.2,22.5
"2917","Mississippi","Pontotoc",2018,44297,10.1,97.3,76.6,51.1,32.6,17.8,40.6,16.5,23
"2918","Mississippi","Pontotoc",2019,48910,9.9,100.2,74.1,51,38.5,18.3,40.2,15.9,20.9
"2919","Mississippi","Prentiss",2018,41281,10.5,113,78.7,51,34.9,16,40.9,19.8,24.6
"2920","Mississippi","Prentiss",2019,43465,10.7,106.6,79.5,51.1,41.6,16.2,39.6,15.7,23.5
"2921","Mississippi","Quitman",2018,27767,12.7,100.8,70.6,53.1,42.3,73.5,45.6,37.6,27.3
"2922","Mississippi","Quitman",2019,29318,12.7,89.1,70.8,52.9,49.8,73.6,48.8,35,25.6
"2923","Mississippi","Rankin",2018,66296,9.3,72,89.5,51.8,26.7,24.2,38.3,9.6,16.9
"2924","Mississippi","Rankin",2019,67284,9.4,69,83.8,51.9,34.6,24.4,36.2,11.1,17.5
"2925","Mississippi","Scott",2018,38034,11,83.1,74.3,51.2,36.7,41.7,44.2,25.5,26.1
"2926","Mississippi","Scott",2019,41532,10.6,74.6,73.6,51.2,46.9,41.9,42.6,19.7,24
"2927","Mississippi","Sharkey",2018,28887,12.4,86.2,73.7,52.4,40.7,72.9,46.1,33.6,26.1
"2928","Mississippi","Sharkey",2019,31138,12.1,88.9,76.2,52.3,47.1,72.8,48.8,33.4,23.2
"2929","Mississippi","Simpson",2018,38173,10.9,70.4,78,51.5,35.1,37.2,41.9,19.8,24.6
"2930","Mississippi","Simpson",2019,47664,10.8,69.7,77.1,51.7,39.6,37.3,41.4,17.8,20.8
"2931","Mississippi","Smith",2018,46764,10.4,82.7,81.6,51.9,31.8,24.9,39.2,16.8,22.3
"2932","Mississippi","Smith",2019,46296,10.4,78.1,77.2,51.6,41.5,24.8,41.5,18.9,20.9
"2933","Mississippi","Stone",2018,44622,10.2,98.6,80.3,49.8,30.4,21.4,37.5,20.1,23
"2934","Mississippi","Stone",2019,47187,10.1,92.5,80.5,49.8,39.7,21.7,41.7,18.5,21.6
"2935","Mississippi","Sunflower",2018,31329,11.5,90.9,72.9,45.9,36.2,75.3,45.6,32.6,26.4
"2936","Mississippi","Sunflower",2019,32948,11.6,83,72.4,46.6,46.1,75.3,50,34,24.7
"2937","Mississippi","Tallahatchie",2018,32692,11.2,95,68.9,44.6,38.6,59.6,43,33.4,27.8
"2938","Mississippi","Tallahatchie",2019,31915,10.7,93.8,69.8,44.5,48,59.6,44.4,37.9,25.3
"2939","Mississippi","Tate",2018,48082,10.3,88.9,81.6,51.8,31.7,33,42.6,17.6,21.3
"2940","Mississippi","Tate",2019,50188,10.1,83.7,80.5,51.7,39.3,33,40.8,15.1,19.9
"2941","Mississippi","Tippah",2018,39833,10.4,118.1,77.6,51.3,34.5,19.2,38.1,16.9,24.7
"2942","Mississippi","Tippah",2019,44696,10.4,114.9,76.7,51.3,42.2,19,39.2,16.2,22.1
"2943","Mississippi","Tishomingo",2018,41455,10.1,110.1,79.1,51.2,32.9,4.2,36.1,15.2,24
"2944","Mississippi","Tishomingo",2019,43341,10.1,104.1,78.8,51.2,40,4.2,38.7,17,22.3
"2945","Mississippi","Tunica",2018,33143,11.4,94.3,81.5,53.1,35,80.2,44.5,26.5,23
"2946","Mississippi","Tunica",2019,33993,11.4,87.2,82.1,53.1,43.9,80.4,44.4,28.1,20.9
"2947","Mississippi","Union",2018,46600,9.9,110.7,77.8,51,32.4,18.3,37.2,13.4,23.1
"2948","Mississippi","Union",2019,49320,9.9,107.8,77.3,51.2,39.5,18.6,40.9,13,20.8
"2949","Mississippi","Walthall",2018,33566,11,119.5,80.5,51.9,37.8,46.1,45.8,23.4,24.2
"2950","Mississippi","Walthall",2019,35465,10.9,100.8,82.2,51.7,42.8,45.8,43.5,21.7,23
"2951","Mississippi","Warren",2018,46049,10.6,71.5,87.2,52.5,31.6,51.5,40.7,19.2,20.6
"2952","Mississippi","Warren",2019,46606,10.6,68.4,84,52.3,40.2,51.5,44.9,20.1,19.9
"2953","Mississippi","Washington",2018,33991,11.7,90.1,78.5,53.7,38.3,74.2,43.6,32.6,23.9
"2954","Mississippi","Washington",2019,31018,12.1,81.6,77.1,53.8,47.7,74.4,47.8,33.7,23.6
"2955","Mississippi","Wayne",2018,37401,10.8,64.3,78.7,51.9,33.4,41.6,41.5,21.4,22
"2956","Mississippi","Wayne",2019,39036,10.7,74.5,78.8,52,41.8,41.5,39.2,22.2,21.4
"2957","Mississippi","Webster",2018,43349,10.1,79.3,84.6,51.2,31.1,20.6,37.6,18.1,23.1
"2958","Mississippi","Webster",2019,46110,10.2,90.1,83.4,51.1,39,20.3,38.2,17,21.1
"2959","Mississippi","Wilkinson",2018,29900,11.8,75.7,72,46.4,42.1,71.8,48.7,30.3,29.2
"2960","Mississippi","Wilkinson",2019,32612,11.6,60.7,73.2,46.3,49.6,71.9,50.1,31.2,26.1
"2961","Mississippi","Winston",2018,39498,10.9,72.7,79.8,51.2,33.4,49.3,41.4,21,23
"2962","Mississippi","Winston",2019,37596,10.7,80,80.1,51.1,42.2,49.3,43.8,25.4,21
"2963","Mississippi","Yalobusha",2018,39551,10.4,96.8,83.1,52.3,33.8,40.6,41.1,18.1,21.7
"2964","Mississippi","Yalobusha",2019,40515,10.5,92.5,80.6,52.1,40.5,40.8,42.6,24.4,21.4
"2965","Mississippi","Yazoo",2018,33111,10.7,74.1,77.3,41.3,37.4,59.2,44.7,37.1,25.9
"2966","Mississippi","Yazoo",2019,34817,10.1,69.1,76.2,40.3,47.3,59.6,47.1,36.4,24.2
"2967","Missouri","Adair",2018,40395,10,83.4,90.6,52.2,26.7,8.3,33.2,23.9,19.2
"2968","Missouri","Adair",2019,43044,10.2,92.8,86,52.1,31.4,8.8,37.2,19.2,19.2
"2969","Missouri","Andrew",2018,57459,9.4,92.8,92,50.3,25.5,3.6,30.5,8.2,19.5
"2970","Missouri","Andrew",2019,62823,9.6,93.6,86,50.4,29.1,3.7,34.8,8.9,20.3
"2971","Missouri","Atchison",2018,49122,9.5,67.6,90.6,50.3,25.1,2.4,32.9,11.8,19.2
"2972","Missouri","Atchison",2019,50516,9.9,60.9,84.6,50.3,30.3,2.4,36.2,12.9,19.7
"2973","Missouri","Audrain",2018,44340,10.5,76.4,85.5,54.1,29.8,10.1,35.6,16.7,23.8
"2974","Missouri","Audrain",2019,45609,11,79.7,83.8,53.4,36.8,9.9,38.6,16.3,23.9
"2975","Missouri","Barry",2018,42457,10.1,95.2,82.2,49.6,32.7,5.7,38.6,18.8,23.4
"2976","Missouri","Barry",2019,47155,10.2,76.9,80.5,49.8,37.6,6.3,37.2,18.6,22.7
"2977","Missouri","Barton",2018,41583,10.4,105.7,87.2,50.7,30.9,5.3,35.4,17.6,23.3
"2978","Missouri","Barton",2019,46397,10.6,98.2,82.2,50.6,35,5.4,38.3,15,22.7
"2979","Missouri","Bates",2018,45955,9.9,81.1,86.7,50.5,27.9,4.3,35.5,14.2,23.2
"2980","Missouri","Bates",2019,48442,10.3,78.5,84.1,50.1,33.3,4.5,38.2,16.9,22.4
"2981","Missouri","Benton",2018,40025,10.2,82.5,85.9,49.7,29.5,3.5,35.7,20.2,21.4
"2982","Missouri","Benton",2019,42144,10.5,92.7,83.7,49.8,35.2,3.6,36.4,16.7,22
"2983","Missouri","Bollinger",2018,44233,10.5,98.6,79.4,49.6,31.7,2.9,38,15.6,25.6
"2984","Missouri","Bollinger",2019,45868,10.7,91,79.1,49.7,38.4,3,38.8,14.5,25.1
"2985","Missouri","Boone",2018,55136,9.3,77.6,94.2,51.5,22.2,18.5,31.3,16.8,17.5
"2986","Missouri","Boone",2019,58029,9.6,81.7,83.7,51.6,29.3,18.8,33.4,17.2,17.1
"2987","Missouri","Buchanan",2018,52506,10,88.5,88.2,49.6,31.1,11.4,34.4,15.6,22.6
"2988","Missouri","Buchanan",2019,49216,10,86,83.1,49.5,33.7,11.6,35.5,15.8,23.2
"2989","Missouri","Butler",2018,38067,10.7,134.1,82.6,51.5,32.3,9.9,37.5,20.5,25.5
"2990","Missouri","Butler",2019,41327,11,124.4,81.7,51.4,38.8,10,40.1,22.5,25.4
"2991","Missouri","Caldwell",2018,47591,10.1,98.9,90.2,49.2,30.4,3.8,35.5,14.4,22.8
"2992","Missouri","Caldwell",2019,52872,10.3,85.2,84.2,49.2,36.3,4,39,13.6,22.6
"2993","Missouri","Callaway",2018,53970,9.7,80.8,85.9,48.8,26.4,8.2,34.2,11.7,20.9
"2994","Missouri","Callaway",2019,58720,10.1,78.1,81.2,48.8,31.8,8.3,37.7,11.6,21.1
"2995","Missouri","Camden",2018,48580,9.8,103.5,89.1,50.4,27.5,3.5,31,12.6,20
"2996","Missouri","Camden",2019,51460,9.9,97.1,85.9,50.5,32.5,3.5,34.5,13.5,20.4
"2997","Missouri","Cape Girardeau",2018,51962,9.7,99.8,90.7,51.6,25.2,12.3,35,13.8,18.6
"2998","Missouri","Cape Girardeau",2019,57618,9.8,90.1,83.8,51.6,29.3,12.6,33.3,14.6,19.4
"2999","Missouri","Carroll",2018,47049,10.2,92.1,86.5,51.2,29.5,3.8,34.5,12.3,22.9
"3000","Missouri","Carroll",2019,50628,10.3,80.4,82.1,51,35,3.9,36.2,13.8,22.2
"3001","Missouri","Carter",2018,34134,10.4,117.4,83.1,51.4,29.8,3.7,35.5,22.6,24.1
"3002","Missouri","Carter",2019,36383,10.4,92.3,80.6,51.5,35.2,3.9,36.9,19.8,23.8
"3003","Missouri","Cass",2018,71374,9.6,61,92.4,51.2,25.3,8.6,32.1,8.1,19.9
"3004","Missouri","Cass",2019,73882,10.1,59.8,86,51.2,29.6,8.9,35.8,7.9,19.2
"3005","Missouri","Cedar",2018,37288,10.4,80.8,84.4,50.2,30.5,3.5,35.3,17.9,23.9
"3006","Missouri","Cedar",2019,38427,10.7,92.1,85,50.1,36,3.7,38.7,17.9,23.5
"3007","Missouri","Chariton",2018,48421,9.8,76.6,90,50.3,29.1,4.3,36.7,13.4,20.6
"3008","Missouri","Chariton",2019,50589,10,85.7,87.9,50.1,34.3,4.4,36.6,12.5,20.8
"3009","Missouri","Christian",2018,58057,9.6,78.7,91.9,51,25,4.4,32.8,8.6,20
"3010","Missouri","Christian",2019,63400,9.7,68.4,84.5,51.1,29.9,4.5,35.4,10.4,19.7
"3011","Missouri","Clark",2018,46832,10.1,78.2,85.1,48.8,30.3,2.4,35.2,14.9,22.9
"3012","Missouri","Clark",2019,46001,10.4,62.7,86.4,48.8,35.2,2.3,38.1,14.2,24
"3013","Missouri","Clay",2018,68943,9.2,73.6,93.2,50.9,25,13.4,33.4,7,19
"3014","Missouri","Clay",2019,70705,9.6,66.5,84.6,51,29.1,13.8,33.6,9.1,18.4
"3015","Missouri","Clinton",2018,58641,9.6,82.9,91.6,49.7,26.4,4.5,33.3,9,21.5
"3016","Missouri","Clinton",2019,64541,9.6,76.9,86.2,50.1,32.1,4.7,36.2,9.9,20.3
"3017","Missouri","Cole",2018,62817,9.4,80,91.9,49.5,24.3,16.3,36.1,8.9,19.7
"3018","Missouri","Cole",2019,61847,9.6,75.7,83.8,49.5,27.8,16.4,34.9,10.6,18.6
"3019","Missouri","Cooper",2018,52513,9.7,76.7,89,47.9,27.3,10.6,34.9,14,21
"3020","Missouri","Cooper",2019,56957,9.8,79.8,83.6,48.3,32.6,10.4,37.1,11.8,20.9
"3021","Missouri","Crawford",2018,42774,10.9,91.3,77.1,50.5,32.6,3.1,36.5,15.9,25.8
"3022","Missouri","Crawford",2019,48315,10.7,81.9,76.1,50.3,37.4,3.1,38.3,15.6,25.8
"3023","Missouri","Dade",2018,41381,10.4,95.5,86.2,48.9,31.7,4.6,36,16.8,24.1
"3024","Missouri","Dade",2019,42421,10.7,87.5,83.3,49.2,37.2,4.9,38.1,15.9,24.2
